Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rubén Yáñez,es ESP,27-111,90,1,0,1,100.0,0.2,2,10,20.0,19,6,36.8,38.3,5,60.0,51.8,6,1,16.7,1,22.0,21,2020-2021
Fernando Pacheco,es ESP,28-258,90,0,0,0,,0.0,10,23,43.5,21,2,76.2,54.3,7,100.0,70.1,21,2,9.5,3,13.7,21,2020-2021
Jeremías Ledesma,ar ARG,27-353,90,4,4,0,25.0,2.7,6,20,30.0,22,3,63.6,42.3,8,75.0,58.9,8,0,0.0,0,10.5,21,2020-2021
Jan Oblak,si SVN,28-024,90,6,2,4,66.7,2.1,4,11,36.4,14,3,35.7,34.6,6,100.0,60.5,24,3,12.5,0,3.7,21,2020-2021
Rui Silva,pt POR,26-359,90,1,0,1,100.0,0.2,1,15,6.7,19,2,57.9,40.8,6,66.7,49.8,11,1,9.1,2,18.0,21,2020-2021
Rubén Blanco,es ESP,25-190,90,5,0,5,100.0,0.6,10,21,47.6,28,1,42.9,35.9,10,90.0,56.0,7,0,0.0,0,9.0,21,2020-2021
Marc-André ter Stegen,de GER,28-276,90,2,1,2,50.0,0.1,2,7,28.6,42,6,14.3,28.4,3,33.3,28.0,10,0,0.0,2,19.3,21,2020-2021
Unai Simón,es ESP,23-234,90,6,2,4,66.7,3.0,3,7,42.9,19,6,26.3,33.4,5,40.0,39.6,9,0,0.0,0,13.0,21,2020-2021
Joel Robles,es ESP,30-229,90,5,0,5,100.0,0.9,4,11,36.4,18,5,27.8,27.9,10,60.0,47.5,16,0,0.0,2,17.6,21,2020-2021
Sergio Herrera,es ESP,27-241,90,3,1,2,66.7,1.1,9,23,39.1,20,1,80.0,44.9,8,87.5,51.9,14,2,14.3,2,23.3,21,2020-2021
Fernando Pacheco,es ESP,28-263,90,1,0,1,100.0,0.1,5,8,62.5,15,0,40.0,40.9,6,33.3,35.7,8,1,12.5,0,7.0,22,2020-2021
Jordi Masip,es ESP,32-033,90,5,1,4,80.0,1.0,10,23,43.5,21,5,61.9,41.8,12,83.3,55.8,23,0,0.0,2,26.7,22,2020-2021
Aitor Fernández,es ESP,29-279,90,5,2,3,60.0,1.9,5,6,83.3,20,8,25.0,35.2,6,16.7,19.8,14,0,0.0,0,7.5,22,2020-2021
Rui Silva,pt POR,26-365,90,7,2,5,71.4,2.2,4,20,20.0,26,2,57.7,41.7,9,55.6,49.0,16,2,12.5,2,16.2,22,2020-2021
Álvaro Fernández,es ESP,22-299,90,7,2,5,71.4,3.6,7,13,53.8,25,5,36.0,33.4,7,57.1,45.3,19,1,5.3,0,3.5,22,2020-2021
Thibaut Courtois,be BEL,28-271,90,2,1,1,50.0,1.0,4,9,44.4,24,3,25.0,30.4,10,30.0,35.9,12,1,8.3,2,16.0,22,2020-2021
Édgar Badía,es ESP,28-360,90,4,2,2,50.0,2.1,7,11,63.6,18,3,27.8,27.1,8,75.0,48.0,6,0,0.0,3,25.5,22,2020-2021
Sergio Asenjo,es ESP,31-223,90,2,2,0,0.0,1.3,4,5,80.0,39,10,7.7,25.7,7,28.6,34.7,27,2,7.4,0,3.5,22,2020-2021
Yassine Bounou,ma MAR,29-307,90,0,0,0,,0.0,5,9,55.6,30,5,26.7,29.3,5,20.0,26.6,5,2,40.0,1,16.4,22,2020-2021
Rubén Yáñez,es ESP,27-117,90,5,3,2,40.0,2.5,13,26,50.0,18,2,66.7,49.1,16,87.5,59.4,14,1,7.1,0,8.8,22,2020-2021
