player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Tomáš Vaclík,cz CZE,31-089,90,5,1,4,80.0,1.0,0,2,0.0,15,4,6.7,25.3,5,20.0,28.2,9,1,11.1,3,25.8,32,2019-2020
Jordi Masip,es ESP,31-175,90,3,1,2,100.0,1.1,8,25,32.0,20,2,85.0,49.7,8,100.0,58.9,24,1,4.2,1,9.0,32,2019-2020
Unai Simón,es ESP,23-016,90,2,1,1,100.0,1.0,11,26,42.3,27,0,59.3,45.5,11,90.9,64.9,16,0,0.0,1,14.5,32,2019-2020
Manolo Reina,es ESP,35-087,90,6,3,3,66.7,2.9,4,9,44.4,17,6,41.2,35.8,6,33.3,31.8,4,1,25.0,1,20.3,32,2019-2020
Rubén Blanco,es ESP,24-338,90,2,2,0,0.0,1.0,4,10,40.0,10,2,40.0,38.0,12,50.0,37.4,14,0,0.0,0,1.7,32,2019-2020
Marc-André ter Stegen,de GER,28-058,90,6,2,4,66.7,2.1,7,12,58.3,41,2,29.3,31.5,1,0.0,12.0,4,0,0.0,5,23.4,32,2019-2020
Sergio Herrera,es ESP,27-022,90,7,1,6,85.7,1.6,10,29,34.5,24,3,79.2,51.3,11,90.9,59.9,17,1,5.9,3,18.3,32,2019-2020
Iván Cuéllar,es ESP,36-031,90,5,2,3,60.0,1.8,9,26,34.6,32,7,75.0,52.2,2,100.0,66.0,15,1,6.7,0,12.0,32,2019-2020
Jan Oblak,si SVN,27-172,90,2,1,1,100.0,1.1,1,2,50.0,16,3,6.3,21.9,7,14.3,27.3,4,0,0.0,3,21.2,32,2019-2020
Fernando Pacheco,es ESP,28-040,90,4,2,2,75.0,1.4,14,32,43.8,24,2,83.3,49.1,12,100.0,59.6,12,0,0.0,3,26.7,32,2019-2020
Aitor Fernández,es ESP,29-056,90,8,2,6,75.0,1.8,8,17,47.1,22,5,50.0,43.7,11,54.5,41.4,17,0,0.0,0,6.3,32,2019-2020
Joel Robles,es ESP,30-011,90,4,4,0,0.0,2.5,1,12,8.3,31,2,38.7,32.9,1,0.0,23.0,4,0,0.0,4,19.1,32,2019-2020
Sergio Asenjo,es ESP,31-000,90,0,0,0,,0.0,3,10,30.0,31,7,32.3,31.3,3,0.0,17.7,11,1,9.1,1,10.6,32,2019-2020
Jasper Cillessen,nl NED,31-067,90,4,2,2,50.0,2.1,4,13,30.8,24,5,37.5,33.4,11,36.4,35.0,9,0,0.0,4,26.3,32,2019-2020
Aarón Escandell,es ESP,24-275,90,6,2,4,66.7,1.4,8,23,34.8,39,10,46.2,36.3,12,41.7,40.8,19,1,5.3,0,11.0,32,2019-2020
Marko Dmitrović,rs SRB,28-156,90,5,1,4,80.0,1.1,12,26,46.2,19,0,89.5,62.3,9,100.0,74.7,13,1,7.7,1,12.0,32,2019-2020
Diego López,es ESP,38-238,90,6,1,5,83.3,1.6,8,16,50.0,23,2,52.2,40.8,7,57.1,41.6,11,1,9.1,0,6.0,32,2019-2020
Thibaut Courtois,be BEL,28-048,90,5,0,5,100.0,0.8,2,7,28.6,31,7,16.1,27.2,5,40.0,42.2,6,1,16.7,1,14.2,32,2019-2020
David Soria,es ESP,27-086,90,1,1,0,0.0,0.9,9,30,30.0,25,1,84.0,52.0,9,100.0,64.4,11,0,0.0,1,16.5,32,2019-2020
Álex Remiro,es ESP,25-097,90,4,2,2,75.0,1.4,9,19,47.4,27,2,48.1,41.8,6,100.0,71.0,12,0,0.0,6,28.6,32,2019-2020
